key,text,tag,file
AnimalSexChat.logRulesInitiator.rulesStrings.16,[待翻译] zooact->發出愉悅的聲音對,AnimalSexChat.logRulesInitiator.rulesStrings.16,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.17,[待翻译] zooact->禮貌的靠近並對,AnimalSexChat.logRulesInitiator.rulesStrings.17,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.18,[待翻译] zooact->慢慢接近,AnimalSexChat.logRulesInitiator.rulesStrings.18,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.19,[待翻译] zooact->輕輕觸控,AnimalSexChat.logRulesInitiator.rulesStrings.19,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.20,[待翻译] zooact->輕輕愛撫,AnimalSexChat.logRulesInitiator.rulesStrings.20,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.21,[待翻译] zooact->用力地撫摸,AnimalSexChat.logRulesInitiator.rulesStrings.21,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.22,[待翻译] zooact->撫慰並鼓勵,AnimalSexChat.logRulesInitiator.rulesStrings.22,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.23,[待翻译] zooact->配合著呼吸,AnimalSexChat.logRulesInitiator.rulesStrings.23,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.24,[待翻译] zooact->低下身子靠近,AnimalSexChat.logRulesInitiator.rulesStrings.24,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.25,[待翻译] zooact->毫不畏懼,AnimalSexChat.logRulesInitiator.rulesStrings.25,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.26,[待翻译] zooact->堅定而溫柔的觸控,AnimalSexChat.logRulesInitiator.rulesStrings.26,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.27,[待翻译] zooact->表現出輕鬆的態度,AnimalSexChat.logRulesInitiator.rulesStrings.27,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.28,[待翻译] zooact->露出[INITIATOR_possessive]生殖器到,AnimalSexChat.logRulesInitiator.rulesStrings.28,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.29,[待翻译] zooact->把[INITIATOR_possessive]生殖器交給,AnimalSexChat.logRulesInitiator.rulesStrings.29,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.30,[待翻译] zooact->低聲講述[TalkTopicAny]的故事,AnimalSexChat.logRulesInitiator.rulesStrings.30,InteractionDef\Interactions_Dialogue.xml
AnimalSexChat.logRulesInitiator.rulesStrings.31,[待翻译] zooact->低聲講述[TalkTopicSex]的故事,AnimalSexChat.logRulesInitiator.rulesStrings.31,InteractionDef\Interactions_Dialogue.xml
Masturbation_AutoBreastjob.label,[待翻译] 自取其乳,Masturbation_AutoBreastjob.label,InteractionDef\Masturbation_AutoBreastjob.xml
Masturbation_AutoBreastjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->自取其乳。,Masturbation_AutoBreastjob.logRulesInitiator.rulesStrings.0,InteractionDef\Masturbation_AutoBreastjob.xml
Masturbation_AutoBreastjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->自取其乳。,Masturbation_AutoBreastjob.logRulesRecipient.rulesStrings.0,InteractionDef\Masturbation_AutoBreastjob.xml
Masturbation_AutoFellatio.label,[待翻译] 自我發電,Masturbation_AutoFellatio.label,InteractionDef\Masturbation_AutoFellatio.xml
Masturbation_AutoFellatio.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->自我發電。,Masturbation_AutoFellatio.logRulesInitiator.rulesStrings.0,InteractionDef\Masturbation_AutoFellatio.xml
Masturbation_AutoFellatio.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->自我發電。,Masturbation_AutoFellatio.logRulesRecipient.rulesStrings.0,InteractionDef\Masturbation_AutoFellatio.xml
Masturbation_Breastjob.label,[待翻译] 乳頭自慰,Masturbation_Breastjob.label,InteractionDef\Masturbation_Breastjob.xml
Masturbation_Breastjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->乳頭自慰。,Masturbation_Breastjob.logRulesInitiator.rulesStrings.0,InteractionDef\Masturbation_Breastjob.xml
Masturbation_Breastjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->乳頭自慰。,Masturbation_Breastjob.logRulesRecipient.rulesStrings.0,InteractionDef\Masturbation_Breastjob.xml
Masturbation_HandjobA.label,[待翻译] 慰菊,Masturbation_HandjobA.label,InteractionDef\Masturbation_HandjobA.xml
Masturbation_HandjobA.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->慰菊。,Masturbation_HandjobA.logRulesInitiator.rulesStrings.0,InteractionDef\Masturbation_HandjobA.xml
Masturbation_HandjobA.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->慰菊。,Masturbation_HandjobA.logRulesRecipient.rulesStrings.0,InteractionDef\Masturbation_HandjobA.xml
Masturbation_HandjobP.label,[待翻译] 擼管,Masturbation_HandjobP.label,InteractionDef\Masturbation_HandjobP.xml
Masturbation_HandjobP.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->午時已到，發射！,Masturbation_HandjobP.logRulesInitiator.rulesStrings.0,InteractionDef\Masturbation_HandjobP.xml
Masturbation_HandjobP.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->午時已到，發射！,Masturbation_HandjobP.logRulesRecipient.rulesStrings.0,InteractionDef\Masturbation_HandjobP.xml
Masturbation_HandjobV.label,[待翻译] 自慰,Masturbation_HandjobV.label,InteractionDef\Masturbation_HandjobV.xml
Masturbation_HandjobV.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->自慰。,Masturbation_HandjobV.logRulesInitiator.rulesStrings.0,InteractionDef\Masturbation_HandjobV.xml
Masturbation_HandjobV.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->自慰。,Masturbation_HandjobV.logRulesRecipient.rulesStrings.0,InteractionDef\Masturbation_HandjobV.xml
Rape_Anal.label,[待翻译] 肛門強姦,Rape_Anal.label,InteractionDef\Rape_Anal.xml
Rape_Anal.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->粗暴地插入[RECIPIENT_nameDef]的肛門發生了性關係。,Rape_Anal.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Anal.xml
Rape_Anal.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]強姦了屁股。,Rape_Anal.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Anal.xml
Rape_Beakjob.label,[待翻译] 強迫真空吸吮,Rape_Beakjob.label,InteractionDef\Rape_Beakjob.xml
Rape_Beakjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->逼迫[RECIPIENT_nameDef]真空吸吮陰莖。,Rape_Beakjob.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Beakjob.xml
Rape_Beakjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫真空吸吮了[INITIATOR_nameDef]的陰莖。,Rape_Beakjob.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Beakjob.xml
Rape_Breastjob.label,[待翻译] 強行乳交,Rape_Breastjob.label,InteractionDef\Rape_Breastjob.xml
Rape_Breastjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->抓住[RECIPIENT_nameDef]的乳房並用陰莖狂插乳溝。,Rape_Breastjob.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Breastjob.xml
Rape_Breastjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫給[INITIATOR_nameDef]的陰莖乳交。,Rape_Breastjob.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Breastjob.xml
Rape_Cunnilingus.label,[待翻译] 強迫舔陰,Rape_Cunnilingus.label,InteractionDef\Rape_Cunnilingus.xml
Rape_Cunnilingus.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->強迫[RECIPIENT_nameDef]舔自己的陰道。,Rape_Cunnilingus.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Cunnilingus.xml
Rape_Cunnilingus.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫舔了[INITIATOR_nameDef]的陰道。,Rape_Cunnilingus.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Cunnilingus.xml
Rape_DoublePenetration.label,[待翻译] 雙洞齊插強姦,Rape_DoublePenetration.label,InteractionDef\Rape_DoublePenetration.xml
Rape_DoublePenetration.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->對[RECIPIENT_nameDef]粗暴地雙洞齊插。,Rape_DoublePenetration.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_DoublePenetration.xml
Rape_DoublePenetration.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]以雙洞齊插的方式強姦了。,Rape_DoublePenetration.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_DoublePenetration.xml
Rape_DoublePenetrationM.label,[待翻译] 雙洞齊插強姦M,Rape_DoublePenetrationM.label,InteractionDef\Rape_DoublePenetrationM.xml
Rape_DoublePenetrationM.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->對[RECIPIENT_nameDef]粗暴地雙洞齊插。M,Rape_DoublePenetrationM.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_DoublePenetrationM.xml
Rape_DoublePenetrationM.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]以雙洞齊插的方式強姦了。M,Rape_DoublePenetrationM.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_DoublePenetrationM.xml
Rape_Fellatio.label,[待翻译] 強迫口交,Rape_Fellatio.label,InteractionDef\Rape_Fellatio.xml
Rape_Fellatio.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->直接把陰莖塞進[RECIPIENT_nameDef]的嘴裡開始狂插。,Rape_Fellatio.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Fellatio.xml
Rape_Fellatio.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用陰莖狂插了嘴吧。,Rape_Fellatio.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Fellatio.xml
Rape_Fingering.label,[待翻译] 被迫指交,Rape_Fingering.label,InteractionDef\Rape_Fingering.xml
Rape_Fingering.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用陰道蹭起[RECIPIENT_nameDef]的手指。,Rape_Fingering.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Fingering.xml
Rape_Fingering.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用陰道蹭了蹭手指。,Rape_Fingering.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Fingering.xml
Rape_Fisting.label,[待翻译] 拳交強姦,Rape_Fisting.label,InteractionDef\Rape_Fisting.xml
Rape_Fisting.logRulesInitiator.rulesStrings.0,[待翻译] 將拳頭粗暴地插進了[RECIPIENT_nameDef]的陰道並說道「給你來一拳！」,Rape_Fisting.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Fisting.xml
Rape_Fisting.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用拳頭粗暴地插入了陰道，這是什麼拳法？,Rape_Fisting.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Fisting.xml
Rape_Footjob.label,[待翻译] 足交,Rape_Footjob.label,InteractionDef\Rape_Footjob.xml
Rape_Footjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用陰莖去蹭[RECIPIENT_nameDef]的腳。,Rape_Footjob.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Footjob.xml
Rape_Footjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用陰莖蹭了蹭腳。,Rape_Footjob.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Footjob.xml
Rape_Handjob.label,[待翻译] 強迫手交,Rape_Handjob.label,InteractionDef\Rape_Handjob.xml
Rape_Handjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->逼迫[RECIPIENT_nameDef]用手擼自己的陰莖。,Rape_Handjob.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Handjob.xml
Rape_Handjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫擼了[INITIATOR_nameDef]的陰莖。,Rape_Handjob.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Handjob.xml
Rape_MechImplant.label,[待翻译] 機械植入體,Rape_MechImplant.label,InteractionDef\Rape_MechImplant.xml
Rape_MechImplant.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->侵犯了[RECIPIENT_nameDef]。,Rape_MechImplant.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_MechImplant.xml
Rape_MechImplant.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]侵犯了。,Rape_MechImplant.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_MechImplant.xml
Rape_Reverse_Anal.label,[待翻译] 強姦肛門,Rape_Reverse_Anal.label,InteractionDef\Rape_Reverse_Anal.xml
Rape_Reverse_Anal.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->強姦了[RECIPIENT_nameDef]的屁股。,Rape_Reverse_Anal.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Anal.xml
Rape_Reverse_Anal.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]強姦了屁股。,Rape_Reverse_Anal.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Anal.xml
Rape_Reverse_Breastjob.label,[待翻译] 強行乳交,Rape_Reverse_Breastjob.label,InteractionDef\Rape_Reverse_Breastjob.xml
Rape_Reverse_Breastjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用乳房狠狠地玩弄了[RECIPIENT_nameDef]的陰莖。,Rape_Reverse_Breastjob.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Breastjob.xml
Rape_Reverse_Breastjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用乳房粗暴地擼了一發。,Rape_Reverse_Breastjob.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Breastjob.xml
Rape_Reverse_Cunnilingus.label,[待翻译] 強行舔陰,Rape_Reverse_Cunnilingus.label,InteractionDef\Rape_Reverse_Cunnilingus.xml
Rape_Reverse_Cunnilingus.logRulesInitiator.rulesStrings.0,[待翻译] 粗暴地舔了[RECIPIENT_nameDef]的陰道。,Rape_Reverse_Cunnilingus.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Cunnilingus.xml
Rape_Reverse_Cunnilingus.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]粗暴地舔了陰道。,Rape_Reverse_Cunnilingus.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Cunnilingus.xml
Rape_Reverse_DoublePenetration.label,[待翻译] 雙洞齊插,Rape_Reverse_DoublePenetration.label,InteractionDef\Rape_Reverse_DoublePenetration.xml
Rape_Reverse_DoublePenetration.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用[RECIPIENT_nameDef]的雙頭陰莖來了個雙洞齊插。,Rape_Reverse_DoublePenetration.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_DoublePenetration.xml
Rape_Reverse_DoublePenetration.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫雙洞齊插了[INITIATOR_nameDef]。,Rape_Reverse_DoublePenetration.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_DoublePenetration.xml
Rape_Reverse_DoublePenetrationM.label,[待翻译] 雙洞齊插M,Rape_Reverse_DoublePenetrationM.label,InteractionDef\Rape_Reverse_DoublePenetrationM.xml
Rape_Reverse_DoublePenetrationM.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用[RECIPIENT_nameDef]的雙頭陰莖來了個雙洞齊插。M,Rape_Reverse_DoublePenetrationM.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_DoublePenetrationM.xml
Rape_Reverse_DoublePenetrationM.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫雙洞齊插了[INITIATOR_nameDef]。M,Rape_Reverse_DoublePenetrationM.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_DoublePenetrationM.xml
Rape_Reverse_Fellatio.label,[待翻译] 強行口交,Rape_Reverse_Fellatio.label,InteractionDef\Rape_Reverse_Fellatio.xml
Rape_Reverse_Fellatio.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->粗暴地口交了[RECIPIENT_nameDef]的陰莖。,Rape_Reverse_Fellatio.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Fellatio.xml
Rape_Reverse_Fellatio.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]粗暴地口交了陰莖。,Rape_Reverse_Fellatio.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Fellatio.xml
Rape_Reverse_Fingering.label,[待翻译] 強行指交,Rape_Reverse_Fingering.label,InteractionDef\Rape_Reverse_Fingering.xml
Rape_Reverse_Fingering.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->把手指插進[RECIPIENT_nameDef]的陰道就是一頓亂摳。,Rape_Reverse_Fingering.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Fingering.xml
Rape_Reverse_Fingering.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用手指插進陰道一頓亂摳。,Rape_Reverse_Fingering.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Fingering.xml
Rape_Reverse_Fisting.label,[待翻译] 被迫拳交,Rape_Reverse_Fisting.label,InteractionDef\Rape_Reverse_Fisting.xml
Rape_Reverse_Fisting.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->把[RECIPIENT_nameDef]的手塞進了陰道里。,Rape_Reverse_Fisting.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Fisting.xml
Rape_Reverse_Fisting.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫拳交了[INITIATOR_nameDef]。,Rape_Reverse_Fisting.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Fisting.xml
Rape_Reverse_Footjob.label,[待翻译] 強行足交,Rape_Reverse_Footjob.label,InteractionDef\Rape_Reverse_Footjob.xml
Rape_Reverse_Footjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用腳踩了踩[RECIPIENT_nameDef]的陰莖並肆意玩弄。,Rape_Reverse_Footjob.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Footjob.xml
Rape_Reverse_Footjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用腳玩到高潮了。,Rape_Reverse_Footjob.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Footjob.xml
Rape_Reverse_Handjob.label,[待翻译] 手交,Rape_Reverse_Handjob.label,InteractionDef\Rape_Reverse_Handjob.xml
Rape_Reverse_Handjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用手粗暴地玩弄了[RECIPIENT_nameDef]的陰莖。,Rape_Reverse_Handjob.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Handjob.xml
Rape_Reverse_Handjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用手粗暴地玩弄了陰莖。,Rape_Reverse_Handjob.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Handjob.xml
Rape_Reverse_Rimming.label,[待翻译] 舔肛,Rape_Reverse_Rimming.label,InteractionDef\Rape_Reverse_Rimming.xml
Rape_Reverse_Rimming.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->粗暴地舔了[RECIPIENT_nameDef]的肛門。,Rape_Reverse_Rimming.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Rimming.xml
Rape_Reverse_Rimming.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]粗暴地舔了肛門。,Rape_Reverse_Rimming.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Rimming.xml
Rape_Reverse_Scissoring.label,[待翻译] 強行剪刀腿,Rape_Reverse_Scissoring.label,InteractionDef\Rape_Reverse_Scissoring.xml
Rape_Reverse_Scissoring.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用剪刀腿粗暴地和[RECIPIENT_nameDef]磨豆腐，並問道「剪刀腳呀，怕了嗎？」。,Rape_Reverse_Scissoring.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Scissoring.xml
Rape_Reverse_Scissoring.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]用剪刀腿粗暴地磨豆腐，什麼腳？,Rape_Reverse_Scissoring.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Scissoring.xml
Rape_Reverse_Vaginal.label,[待翻译] 逆強姦,Rape_Reverse_Vaginal.label,InteractionDef\Rape_Reverse_Vaginal.xml
Rape_Reverse_Vaginal.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->逆強姦了[RECIPIENT_nameDef]。,Rape_Reverse_Vaginal.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Reverse_Vaginal.xml
Rape_Reverse_Vaginal.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]逆強姦了。,Rape_Reverse_Vaginal.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Reverse_Vaginal.xml
Rape_Rimming.label,[待翻译] 強迫舔肛,Rape_Rimming.label,InteractionDef\Rape_Rimming.xml
Rape_Rimming.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->強迫[RECIPIENT_nameDef]舔肛門。,Rape_Rimming.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Rimming.xml
Rape_Rimming.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫舔了[INITIATOR_nameDef]的肛門。,Rape_Rimming.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Rimming.xml
Rape_Scissoring.label,[待翻译] 剪刀腿,Rape_Scissoring.label,InteractionDef\Rape_Scissoring.xml
Rape_Scissoring.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->用剪刀腿粗暴地和[RECIPIENT_nameDef]磨豆腐。,Rape_Scissoring.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Scissoring.xml
Rape_Scissoring.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被迫以剪刀腿的姿勢和[INITIATOR_nameDef]磨豆腐。,Rape_Scissoring.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Scissoring.xml
Rape_Vaginal.label,[待翻译] 逆強姦,Rape_Vaginal.label,InteractionDef\Rape_Vaginal.xml
Rape_Vaginal.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->逆強姦了[RECIPIENT_nameDef]。,Rape_Vaginal.logRulesInitiator.rulesStrings.0,InteractionDef\Rape_Vaginal.xml
Rape_Vaginal.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]逆強姦了。,Rape_Vaginal.logRulesRecipient.rulesStrings.0,InteractionDef\Rape_Vaginal.xml
rjw_interaction_template.label,[待翻译] RJW_互動_模板,rjw_interaction_template.label,InteractionDef\RJW_Interaction template.xml
rjw_interaction_template.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->與[RECIPIENT_nameDef]發生性關係。,rjw_interaction_template.logRulesInitiator.rulesStrings.0,InteractionDef\RJW_Interaction template.xml
rjw_interaction_template.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->與[INITIATOR_nameDef]發生性關係。,rjw_interaction_template.logRulesRecipient.rulesStrings.0,InteractionDef\RJW_Interaction template.xml
Sex_Anal.label,[待翻译] 肛交,Sex_Anal.label,InteractionDef\Sex_Anal.xml
Sex_Anal.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->與[RECIPIENT_nameDef]發生肛交。,Sex_Anal.logRulesInitiator.rulesStrings.0,InteractionDef\Sex_Anal.xml
Sex_Anal.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->與[INITIATOR_nameDef]發生肛交。,Sex_Anal.logRulesRecipient.rulesStrings.0,InteractionDef\Sex_Anal.xml
Sex_Beakjob.label,[待翻译] 真空吸吮,Sex_Beakjob.label,InteractionDef\Sex_Beakjob.xml
Sex_Beakjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->被[RECIPIENT_nameDef]用嘴真空吸吮了陰莖。,Sex_Beakjob.logRulesInitiator.rulesStrings.0,InteractionDef\Sex_Beakjob.xml
Sex_Beakjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->用嘴真空吸吮了[INITIATOR_nameDef]的陰莖。,Sex_Beakjob.logRulesRecipient.rulesStrings.0,InteractionDef\Sex_Beakjob.xml
Sex_Breastjob.label,[待翻译] 乳交,Sex_Breastjob.label,InteractionDef\Sex_Breastjob.xml
Sex_Breastjob.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->被[RECIPIENT_nameDef]用乳房擼了一發。,Sex_Breastjob.logRulesInitiator.rulesStrings.0,InteractionDef\Sex_Breastjob.xml
Sex_Breastjob.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->用乳房給[INITIATOR_nameDef]的陰莖擼了一發。,Sex_Breastjob.logRulesRecipient.rulesStrings.0,InteractionDef\Sex_Breastjob.xml
Sex_Cunnilingus.label,[待翻译] 舔陰,Sex_Cunnilingus.label,InteractionDef\Sex_Cunnilingus.xml
Sex_Cunnilingus.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->被[RECIPIENT_nameDef]舔了陰道。,Sex_Cunnilingus.logRulesInitiator.rulesStrings.0,InteractionDef\Sex_Cunnilingus.xml
Sex_Cunnilingus.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->舔了[INITIATOR_nameDef]的陰道。,Sex_Cunnilingus.logRulesRecipient.rulesStrings.0,InteractionDef\Sex_Cunnilingus.xml
Sex_DoublePenetration.label,[待翻译] 雙洞齊插,Sex_DoublePenetration.label,InteractionDef\Sex_DoublePenetration.xml
Sex_DoublePenetration.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry->雙洞齊插了[RECIPIENT_nameDef]。,Sex_DoublePenetration.logRulesInitiator.rulesStrings.0,InteractionDef\Sex_DoublePenetration.xml
Sex_DoublePenetration.logRulesRecipient.rulesStrings.0,[待翻译] r_logentry->被[INITIATOR_nameDef]雙洞齊插了。,Sex_DoublePenetration.logRulesRecipient.rulesStrings.0,InteractionDef\Sex_DoublePenetration.xml
Sex_DoublePenetrationM.label,[待翻译] 雙洞齊插M,Sex_DoublePenetrationM.label,InteractionDef\Sex_DoublePenetrationM.xml
Sex_DoublePenetrationM.logRulesInitiator.rulesStrings.0,[待翻译] r_logentry-雙洞齊插了[RECIPIENT_nameDef]。M,Sex_DoublePenetrationM.logRulesInitiator.rulesStrings.0,InteractionDef\Sex_DoublePenetrationM.xml
