key,text,tag,translated
ThoughtDef/MasochistGotAnalRaped.stages.0.label,anally raped,label,肛门被强奸
ThoughtDef/MasochistGotAnalRaped.stages.0.description,I was raped anally...it was so intense. They held me down and pounded like a piledriver...mmm...,description,我被强奸了.太强烈了。他们把我压在地上，像死猪一样拍打我... 嗯...
ThoughtDef/MasochistGotAnalRapedByFemale.stages.0.label,anally raped by a girl,label,被一个女孩强奸
ThoughtDef/MasochistGotAnalRapedByFemale.stages.0.description,I was raped anally by a girl...God it was hot. There's just something about a woman having so much power over you as she makes you her bitch...,description,我被一个女孩强奸了.天哪，真热。一个女人对你有如此大的权力，以至于把你做成她的婊子.
ThoughtDef/HateMyRapist.stages.0.label,raped me,label,强奸了我
ThoughtDef/HateMyRapist.stages.0.description,I was raped by {0}. I'll never forgive them.,description,我被 {0} 强奸了。我永远不会原谅他们。
ThoughtDef/KindaLikeMyRapist.stages.0.label,raped me,label,强奸了我
ThoughtDef/KindaLikeMyRapist.stages.0.description,{0} forced themselves on me roughly. Wish they'd do it more often...,description,{0} 粗暴地强迫自己来到我身边。希望他们能更经常地做这件事...
ThoughtDef/AllowedMeToGetRaped.stages.0.label,allowed me to get raped,label,允许我强奸
ThoughtDef/AllowedMeToGetRaped.stages.0.description,I got raped while that piece of shit {0} just looked the other way...,description,我被强奸了，而那该死的 {0} 就这么看了出去...
ThoughtDef/StoleSomeLovin.stages.0.label,stole some lovin’,label,偷了一些滚床单
ThoughtDef/StoleSomeLovin.stages.0.description,"I forced myself on some bitch. The sex was pretty shit, but it's better than nothing.",description,我用某个婊子强迫自己。性爱很美好，但总比没有好。
ThoughtDef/MadeSomeLovin.stages.0.label,made some lovin’,label,滚床单
ThoughtDef/MadeSomeLovin.stages.0.description,Spent some good time rolling in the hay.,description,在干草中滚动度过了一段美好的时光。
ThoughtDef/BloodlustStoleSomeLovin.stages.0.label,stole some lovin’,label,偷了一些滚床单
ThoughtDef/BloodlustStoleSomeLovin.stages.0.description,I raped some cunt who deserved it. The way they screamed and cried was so fucking good.,description,我强奸了一个罪有应得的婊子。他们尖叫和哭泣的方式真他妈的好。
ThoughtDef/NeedSex.stages.0.label,sexually frustrated,label,性挫折
ThoughtDef/NeedSex.stages.0.description,I NEED IT!!!,description,我需要它!
ThoughtDef/NeedSex.stages.1.label,horny,label,饥渴
ThoughtDef/NeedSex.stages.1.description,It's been too long. I can't stop thinking about sex.,description,好久不见了。我无法停止思考性。
ThoughtDef/NeedSex.stages.2.label,sexually satisfied,label,性满足
ThoughtDef/NeedSex.stages.2.description,I had a good roll in the hay.,description,我的干草卷得很好。
ThoughtDef/RJW_Ahegao.stages.0.label,ahegao,label,阿赫高
ThoughtDef/RJW_Ahegao.stages.0.description,"My legs are numb, my tongue's flopped out, and my eyes have rolled back in my head.",description,我的腿已经麻木了，我的舌头已经断了，我的眼睛也已经在脑海里滚动了。
ThoughtDef/Fapped.stages.0.label,just fapped,label,刚刚假装
ThoughtDef/Fapped.stages.0.description,I just fapped. Alone.,description,我刚睡了。孤身一人。
ThoughtDef/male2trap.stages.0.label,Happy with new self,label,新自我
ThoughtDef/male2trap.stages.0.description,"Tee hee hee... Traps are gay, you know.",description,嘿嘿...陷阱是同性恋，你知道的。
ThoughtDef/male2trap.stages.1.label,Acceptance of sex changes,label,接受性别改变
ThoughtDef/male2trap.stages.1.description,"Well, at least I'm pretty now.",description,嗯，至少我现在很漂亮。
ThoughtDef/male2trap.stages.2.label,Mild discontent with new gender,label,对新性别的温和不满
ThoughtDef/male2trap.stages.2.description,But I'm a boy!,description,我还是个孩子!
ThoughtDef/male2trap.stages.3.label,Furious about transgender surgery,label,对变性手术感到愤怒
ThoughtDef/male2trap.stages.3.description,What are you doing to me!,description,你对我做了什么!
ThoughtDef/male2female.stages.0.label,Happy with new self,label,新自我
ThoughtDef/male2female.stages.0.description,"Although I was a boy before, I kinda like being a girl now.",description,虽然我以前是个男孩，但我现在有点喜欢做女孩。
ThoughtDef/male2female.stages.1.label,Acceptance of sex changes,label,接受性别改变
ThoughtDef/male2female.stages.1.description,"Well, I guess I will have to live with that now.",description,嗯，我想我现在不得不忍受了。
ThoughtDef/male2female.stages.2.label,Mild discontent with new gender,label,对新性别的温和不满
ThoughtDef/male2female.stages.2.description,But I'm a boy!,description,我还是个孩子!
ThoughtDef/male2female.stages.3.label,Furious about transgender surgery,label,对变性手术感到愤怒
ThoughtDef/male2female.stages.3.description,"Aah, I'm not your toy! Sew it back!",description,啊，我又不是你的玩具!把它缝回来!
ThoughtDef/male2futa.stages.0.label,Happy with a vagina,label,对阴道满意
ThoughtDef/male2futa.stages.0.description,Whoa... This thing is awesome! How could I live without it before!,description,哇哦...太棒了!我之前怎么能没有它!
ThoughtDef/male2futa.stages.1.label,Acceptance of vagina,label,接受阴道
ThoughtDef/male2futa.stages.1.description,"Well, I guess I will have to live with that now..",description,嗯，我想我现在不得不忍受了..
ThoughtDef/male2futa.stages.2.label,Mild discontent with vagina,label,对阴道有点不满
ThoughtDef/male2futa.stages.2.description,This thing is horrible! Take it away from meee!,description,这东西太可怕了!把它从 meee 身边拿走!
ThoughtDef/male2futa.stages.3.label,Furious about vagina attached,label,对连接阴道感到愤怒
ThoughtDef/male2futa.stages.3.description,I'm a monster now! Aaah!,description,我现在是怪物了!啊呀!
ThoughtDef/female2trap.stages.0.label,Happy with new self,label,新自我
ThoughtDef/female2trap.stages.0.description,Tee hee hee... Now I have a built-in strap-on!,description,嘿嘿...现在我有了一个内置的绑带!
ThoughtDef/female2trap.stages.1.label,Acceptance of sex changes 1,label,接受性别改变 1
ThoughtDef/female2trap.stages.1.description,"Well, at least I'm still pretty.",description,嗯，至少我还是很漂亮。
ThoughtDef/female2trap.stages.2.label,Mild discontent with new gender 2,label,对新性别的温和不满 2
ThoughtDef/female2trap.stages.2.description,But I'm a girl!,description,但我是个女孩!
ThoughtDef/female2trap.stages.3.label,Furious about transgender surgery 3,label,对变性手术 3 愤怒
ThoughtDef/female2trap.stages.3.description,What are you doing to me!,description,你对我做了什么!
ThoughtDef/female2male.stages.0.label,Happy with new self,label,新自我
ThoughtDef/female2male.stages.0.description,I'm so happy now with all my masculinity unleashed.,description,我所有的男性气概都被释放了，我现在很开心。
ThoughtDef/female2male.stages.1.label,Acceptance of sex changes,label,接受性别改变
ThoughtDef/female2male.stages.1.description,"Well, I've got to live with this.",description,嗯，我不得不服。
ThoughtDef/female2male.stages.2.label,Mild discontent with new gender,label,对新性别的温和不满
ThoughtDef/female2male.stages.2.description,But I'm a girl!,description,但我是个女孩!
ThoughtDef/female2male.stages.3.label,Furious about transgender surgery,label,对变性手术感到愤怒
ThoughtDef/female2male.stages.3.description,What are you doing to me!,description,你对我做了什么!
ThoughtDef/female2futa.stages.0.label,Happy with a dick,label,有鸡巴
ThoughtDef/female2futa.stages.0.description,Whoa... This thing is awesome! How could I live without it before!,description,哇哦...太棒了!我之前怎么能没有它!
ThoughtDef/female2futa.stages.1.label,Acceptance of penis,label,阴茎接受
ThoughtDef/female2futa.stages.1.description,"Well, at least I can pee standing now.",description,嗯，至少我现在可以站着撒尿了。
ThoughtDef/female2futa.stages.2.label,Mild discontent with penis,label,对阴茎轻度不满
ThoughtDef/female2futa.stages.2.description,This thing is horrible! Take it away from meee!,description,这东西太可怕了!把它从 meee 身边拿走!
ThoughtDef/female2futa.stages.3.label,Furious about penis attached,label,对阴茎附着感到愤怒
ThoughtDef/female2futa.stages.3.description,I'm a monster now! Aaah!,description,我现在是怪物了!啊呀!
ThoughtDef/futa2trap.stages.0.label,Happy with new self,label,新自我
ThoughtDef/futa2trap.stages.0.description,Tee hee hee... I still have another hole!,description,嘿嘿...我还有一个洞!
ThoughtDef/futa2trap.stages.1.label,Acceptance of sex changes,label,接受性别改变
ThoughtDef/futa2trap.stages.1.description,"Well, at least I'm still pretty.",description,嗯，至少我还是很漂亮。
ThoughtDef/futa2trap.stages.2.label,Mild discontent with new gender,label,对新性别的温和不满
ThoughtDef/futa2trap.stages.2.description,Come on! Don't be a pussy! Give mine back!,description,快点!不要做胆小鬼!把我的还给我!
ThoughtDef/futa2trap.stages.3.label,Furious about transgender surgery,label,对变性手术感到愤怒
ThoughtDef/futa2trap.stages.3.description,Hey! Give it back!,description,嘿!还回去!
ThoughtDef/futa2male.stages.0.label,Happy without a vagina,label,没有阴道的开心果
ThoughtDef/futa2male.stages.0.description,It was an interesting experience. Let's not do that again.,description,那是一次有趣的经历。别再那样做了。
ThoughtDef/futa2male.stages.1.label,Sad without a vagina,label,悲伤没有阴道
ThoughtDef/futa2male.stages.1.description,"Oh well, it was fun while it lasted.",description,哦，好吧，这很有趣。
ThoughtDef/futa2male.stages.2.label,Unhappy without a vagina,label,没有阴道就不快乐
ThoughtDef/futa2male.stages.2.description,"Seriously, it is mine now. I want it back.",description,说真的现在是我的了.我要把它拿回来。
ThoughtDef/futa2male.stages.3.label,Furious about vagina removal,label,对移除阴道感到愤怒
ThoughtDef/futa2male.stages.3.description,Aww come on! Give it back!,description,啊呀!快点!还回去!
ThoughtDef/futa2female.stages.0.label,Happy without a dick,label,没有鸡巴很开心
ThoughtDef/futa2female.stages.0.description,It was an interesting experience. Let's not do that again.,description,那是一次有趣的经历。别再那样做了。
ThoughtDef/futa2female.stages.1.label,Sad without a dick,label,悲伤没有鸡巴
ThoughtDef/futa2female.stages.1.description,"Oh well, it was fun while it lasted.",description,哦，好吧，这很有趣。
ThoughtDef/futa2female.stages.2.label,Unhappy without a dick,label,没有鸡巴就不快乐
ThoughtDef/futa2female.stages.2.description,"Seriously, it is mine! I want it back!",description,说真的，它是我的!我要它回来!
ThoughtDef/futa2female.stages.3.label,Furious about dick removal,label,对鸡巴摘除感到愤怒
ThoughtDef/futa2female.stages.3.description,Aww come on! Give it back!,description,啊呀!快点!还回去!
ThoughtDef/trap2futa.stages.0.label,Happy with new self,label,新自我
ThoughtDef/trap2futa.stages.0.description,"Hey, now I have best of both worlds!",description,嘿，现在我拥有了两个世界的精华!
ThoughtDef/trap2futa.stages.1.label,Acceptance of sex changes,label,接受性别改变
ThoughtDef/trap2futa.stages.1.description,"Well, now I know both sides.",description,嗯，现在我知道双方了。
ThoughtDef/trap2futa.stages.2.label,Mild discontent with new gender,label,对新性别的温和不满
ThoughtDef/trap2futa.stages.2.description,But I was fine the way I was!,description,但是我现在的样子真的很好!
ThoughtDef/trap2futa.stages.3.label,Furious about transgender surgery,label,对变性手术感到愤怒
ThoughtDef/trap2futa.stages.3.description,What are you doing to me!,description,你对我做了什么!
ThoughtDef/trap2male.stages.0.label,Happy without a breast,label,开心 (没有乳房)
ThoughtDef/trap2male.stages.0.description,It was an interesting experience. Let's not do that again.,description,那是一次有趣的经历。别再那样做了。
ThoughtDef/trap2male.stages.1.label,Sad without a breast,label,没有乳房的悲伤
ThoughtDef/trap2male.stages.1.description,"Oh well, it was fun while it lasted.",description,哦，好吧，这很有趣。
ThoughtDef/trap2male.stages.2.label,Unhappy without a breast,label,没有乳房就不快乐
ThoughtDef/trap2male.stages.2.description,"Seriously, they're mine now. I want them back.",description,说真的，它们现在是我的了。我要他们回来。
ThoughtDef/trap2male.stages.3.label,Furious about breast removal,label,对乳房摘除感到愤怒
ThoughtDef/trap2male.stages.3.description,Aww come on! Give them back!,description,啊呀!快点!把它们还给我!
ThoughtDef/trap2female.stages.0.label,Happy without a dick,label,没有鸡巴很开心
ThoughtDef/trap2female.stages.0.description,It was an interesting experience. Let's not do that again.,description,那是一次有趣的经历。别再那样做了。
ThoughtDef/trap2female.stages.1.label,Sad without a dick,label,悲伤没有鸡巴
ThoughtDef/trap2female.stages.1.description,"Oh well, time to learn to sit when I pee.",description,哦，好吧，我撒尿的时候该学会坐着了。
ThoughtDef/trap2female.stages.2.label,Unhappy without a dick,label,没有鸡巴就不快乐
ThoughtDef/trap2female.stages.2.description,"Seriously, it is mine. I want it back.",description,说真的，它是我的。我要把它拿回来。
ThoughtDef/trap2female.stages.3.label,Furious about dick removal,label,对鸡巴摘除感到愤怒
ThoughtDef/trap2female.stages.3.description,Aww come on! Give it back!,description,啊呀!快点!还回去!
ThoughtDef/FortunateGaveVirginity.stages.0.label,Gave virginity,label,给予童贞
ThoughtDef/FortunateGaveVirginity.stages.0.description,I gave my virginity.,description,我献出了我的童贞。
ThoughtDef/UnfortunateLostVirginity.stages.0.label,Lost virginity,label,失去贞洁
ThoughtDef/UnfortunateLostVirginity.stages.0.description,I lost my virginity and I'll never get it back.,description,我失去了童贞，再也找不到了。
ThoughtDef/TookVirginity.stages.0.label,Took virginity,label,获得童贞
ThoughtDef/TookVirginity.stages.0.description,I've taken someone's virginity.,description,我夺去了某人的童贞。
ThoughtDef/MySonDied_Beast.stages.0.label,my son {0} died,label,我的儿子 {0} 死了
ThoughtDef/MySonDied_Beast.stages.0.description,My son is dead. My own flesh and blood...,description,我儿子死了。我的孩子啊...
ThoughtDef/MyDaughterDied_Beast.stages.0.label,my daughter {0} died,label,我女儿 {0} 死了
ThoughtDef/MyDaughterDied_Beast.stages.0.description,My daughter is dead. My own flesh and blood...,description,我女儿死了.我的孩子啊...
ThoughtDef/MyBrotherDied_Beast.stages.0.label,my brother {0} died,label,我的兄弟 {0} 死了
ThoughtDef/MyBrotherDied_Beast.stages.0.description,My brother died. My own flesh and blood...,description,我的兄弟死了。我的孩子啊...
ThoughtDef/MySisterDied_Beast.stages.0.label,my sister {0} died,label,我的姐妹 {0} 死了
ThoughtDef/MySisterDied_Beast.stages.0.description,My sister died. My own flesh and blood...,description,我的姐妹死了。我的孩子啊...
ThoughtDef/MyGrandchildDied_Beast.stages.0.label,my grandchild {0} died,label,我的孙辈 {0} 死了
ThoughtDef/MyGrandchildDied_Beast.stages.0.description,My grandchild died. My own flesh and blood...,description,我的孙辈死了。我的孩子啊...
ThoughtDef/MyNieceDied_Beast.stages.0.label,my niece {0} died,label,我的侄女 (外甥女) {0} 死了
ThoughtDef/MyNieceDied_Beast.stages.0.description,My niece died. Such a wonderful child.,description,我的侄女 (外甥女) 死了。多优秀的孩子啊。
ThoughtDef/MyNephewDied_Beast.stages.0.label,my nephew {0} died,label,我的侄子 (外甥) {0} 死了
ThoughtDef/MyNephewDied_Beast.stages.0.description,My nephew died. Such a wonderful child.,description,我的侄子 (外甥) 死了。多优秀的孩子啊。
ThoughtDef/MyHalfSiblingDied_Beast.stages.0.label,my half-sibling {0} died,label,我的异胞兄弟姐妹 {0} 死了
ThoughtDef/MyHalfSiblingDied_Beast.stages.0.description,My half-sibling died. My own flesh and blood...,description,我的异胞兄弟姐妹死了。我的孩子啊...
ThoughtDef/MyAuntDied_Beast.stages.0.label,my aunt {0} died,label,我的姨妈 (姑姑/伯母/舅母) {0} 死了
ThoughtDef/MyAuntDied_Beast.stages.0.description,My aunt died.,description,我的姨妈去世了。
ThoughtDef/MyUncleDied_Beast.stages.0.label,my uncle {0} died,label,我的叔父 (伯父/姑父/姨父) {0} 死了
ThoughtDef/MyUncleDied_Beast.stages.0.description,My uncle died.,description,我的叔父去世了。
ThoughtDef/MyGrandparentDied_Beast.stages.0.label,my grandparent {0} died,label,我的祖父母 {0} 死了
ThoughtDef/MyGrandparentDied_Beast.stages.0.description,My grandparent died.,description,我的祖父母死了。
ThoughtDef/MyCousinDied_Beast.stages.0.label,my cousin {0} died,label,我的堂表兄弟姐妹 {0} 死了
ThoughtDef/MyCousinDied_Beast.stages.0.description,My cousin died. My own flesh and blood...,description,我的堂表兄弟姐妹死了。我的孩子啊...
ThoughtDef/MyKinDied_Beast.stages.0.label,my kin {0} died,label,我的亲戚 {0} 死了
ThoughtDef/MyKinDied_Beast.stages.0.description,My kin died.,description,我的亲戚死了。
ThoughtDef/MySonLost_Beast.stages.0.label,my son {0} lost,label,我的儿子 {0} 失踪了
ThoughtDef/MySonLost_Beast.stages.0.description,My son has gone lost. I hope he will get back to us someday.,description,我儿子失踪了。我希望有一天他会回到我们身边。
ThoughtDef/MyDaughterLost_Beast.stages.0.label,my daughter {0} lost,label,我的女儿 {0} 失踪了
ThoughtDef/MyDaughterLost_Beast.stages.0.description,My daughter has gone lost. I hope she will get back to us someday.,description,我女儿失踪了。我希望有一天她会回到我们身边。
ThoughtDef/MyBrotherLost_Beast.stages.0.label,my brother {0} lost,label,我的兄弟 {0} 失踪了
ThoughtDef/MyBrotherLost_Beast.stages.0.description,My brother has gone lost. I hope he will get back to us someday.,description,我的兄弟失踪了。我希望有一天他会回到我们身边。
ThoughtDef/MySisterLost_Beast.stages.0.label,my sister {0} lost,label,我的姐妹 {0} 失踪了
ThoughtDef/MySisterLost_Beast.stages.0.description,My sister has gone lost. I hope she will get back to us someday.,description,我的姐妹失踪了。我希望有一天她会回到我们身边。
ThoughtDef/MyGrandchildLost_Beast.stages.0.label,my grandchild {0} lost,label,我的孙辈 {0} 失踪了
ThoughtDef/MyGrandchildLost_Beast.stages.0.description,My grandchild has gone lost. I hope they will get back to us someday.,description,我的孙辈失踪了。我希望有一天他们会回到我们身边。
ThoughtDef/MyNieceLost_Beast.stages.0.label,my niece {0} lost,label,我的侄女 (外甥女) {0} 失踪了
ThoughtDef/MyNieceLost_Beast.stages.0.description,My niece has gone lost. I hope she will get back to us someday.,description,我的侄女 (外甥女) 失踪了。我希望有一天她会回到我们身边。
ThoughtDef/MyNephewLost_Beast.stages.0.label,my nephew {0} lost,label,我的侄子 (外甥) {0} 失踪了
ThoughtDef/MyNephewLost_Beast.stages.0.description,My nephew has gone lost. I hope he will get back to us someday.,description,我的侄子 (外甥) 失踪了。我希望有一天他会回到我们身边。
ThoughtDef/MyHalfSiblingLost_Beast.stages.0.label,my half-sibling {0} lost,label,我的异胞兄弟姐妹 {0} 失踪了
ThoughtDef/MyHalfSiblingLost_Beast.stages.0.description,My half-sibling has gone lost.,description,我的异胞兄弟姐妹失踪了。
ThoughtDef/MyAuntLost_Beast.stages.0.label,my aunt {0} lost,label,我的姨妈 (姑姑/伯母/舅母) {0} 失踪了
ThoughtDef/MyAuntLost_Beast.stages.0.description,My aunt has gone lost. I hope she will get back to us someday.,description,我的姨妈失踪了。我希望有一天她会回到我们身边。
ThoughtDef/MyUncleLost_Beast.stages.0.label,my uncle {0} lost,label,我的叔父 (伯父/姑父/姨父) {0} 失踪了
ThoughtDef/MyUncleLost_Beast.stages.0.description,My uncle has gone lost. I hope he will get back to us someday.,description,我的叔父 (伯父/姑父/姨父) 失踪了。我希望有一天他会回到我们身边。
ThoughtDef/MyGrandparentLost_Beast.stages.0.label,my grandparent {0} lost,label,我的祖父母 {0} 失踪了
ThoughtDef/MyGrandparentLost_Beast.stages.0.description,My grandparent has gone lost.,description,我的祖父母失踪了。
ThoughtDef/MyCousinLost_Beast.stages.0.label,my cousin {0} lost,label,我的堂表兄弟姐妹 {0} 失踪了
ThoughtDef/MyCousinLost_Beast.stages.0.description,My cousin has gone lost.,description,我的堂表兄弟姐妹失踪了。
ThoughtDef/MyKinLost_Beast.stages.0.label,my kin {0} lost,label,我的亲戚 {0} 失踪了
ThoughtDef/MyKinLost_Beast.stages.0.description,My kin has gone lost.,description,我的亲戚失踪了。
ThoughtDef/KilledMyFather_Beast.stages.0.label,killed my father,label,杀了我的父亲
ThoughtDef/KilledMyMother_Beast.stages.0.label,killed my mother,label,杀了我的母亲
ThoughtDef/KilledMySon_Beast.stages.0.label,killed my son,label,杀了我的儿子
ThoughtDef/KilledMyDaughter_Beast.stages.0.label,killed my daughter,label,杀了我的女儿
ThoughtDef/KilledMyBrother_Beast.stages.0.label,killed my brother,label,杀了我的兄弟
ThoughtDef/KilledMySister_Beast.stages.0.label,killed my sister,label,杀了我的姐妹
ThoughtDef/KilledMyKin_Beast.stages.0.label,killed my kin,label,杀了我的亲人
ThoughtDef/SoldMyLovedOne_Beast.stages.0.label,sold my kin,label,卖掉了我的亲戚
TraitDef/Rapist.degreeDatas.0.label,rapist,label,狂暴者
TraitDef/Rapist.degreeDatas.0.description,"[PAWN_nameDef] doesn't take ""No"" as an answer.",description,[PAWN_nameDef]不把 “否” 当作答案。
TraitDef/Necrophiliac.degreeDatas.0.label,necrophile,label,死忠者
TraitDef/Necrophiliac.degreeDatas.0.description,"Dead people can't say no, can they?",description,死人不会说不，是吗？
TraitDef/Zoophile.degreeDatas.0.label,zoophile,label,亲兽
TraitDef/Zoophile.degreeDatas.0.description,[PAWN_nameDef] likes to walk on the wild side.,description,[PAWN_nameDef]喜欢在野性的一面行走。
TraitDef/Nymphomaniac.degreeDatas.0.label,hypersexual,label,性欲过度
TraitDef/Nymphomaniac.degreeDatas.0.description,[PAWN_nameDef] loves sex and always wants more. Can regain psyfocus only through sex.,description,[PAWN_nameDef]热爱性，总是想要更多。只有通过性爱才能恢复精神力。
TraitDef/FootSlut.degreeDatas.0.label,Footslut,label,脚踏者
TraitDef/FootSlut.degreeDatas.0.description,[PAWN_nameDef] really likes feet and prefers sex acts involving them.,description,[PAWN_nameDef]非常喜欢脚，也更喜欢有脚的性行为。
TraitDef/CumSlut.degreeDatas.0.label,Cumslut,label,无赖
TraitDef/CumSlut.degreeDatas.0.description,[PAWN_nameDef] really likes cum and prefers fellatio sex acts.,description,[PAWN_nameDef]非常喜欢高潮，更喜欢口交。
TraitDef/ButtSlut.degreeDatas.0.label,Buttslut,label,巨怪
TraitDef/ButtSlut.degreeDatas.0.description,[PAWN_nameDef] really likes getting fucked in the butt and prefers anal sex acts.,description,[PAWN_nameDef]非常喜欢被操，更喜欢肛交。
ThingDef/HorsePenis.label,equine penis,label,马鞭
ThingDef/HorsePenis.description,A equine penis. Huge for a human.,description,马的阴茎。对人类来说巨大。
ThingDef/HorseVagina.label,equine vagina,label,马阴道
ThingDef/HorseVagina.description,A equine vagina. Gaping vagina just begs Studs to plow it.,description,一个马阴道。正在扩张阴道，只需要乞求地砖来耕作。
ThingDef/CatPenis.label,feline penis,label,猫科动物的阴茎
ThingDef/CatPenis.description,"A feline penis. Long, thin and barbed.",description,一只猫科动物的阴茎。长的，瘦的，有刺的。
ThingDef/CatVagina.label,feline vagina,label,猫科动物的阴道
ThingDef/CatVagina.description,"A feline vagina. Long and thin vagina with clitoris inside, perfect for barbed feline cocks.",description,一个猫科动物的阴道。长而细的阴蒂阴道，非常适合有倒钩的猫公鸡。
ThingDef/DogPenis.label,canine penis,label,犬科动物的阴茎
ThingDef/DogPenis.description,A canine penis. Thick and knotted.,description,犬科动物的阴茎。厚实且已打结。
ThingDef/DogVagina.label,canine vagina,label,犬科动物的阴道
ThingDef/DogVagina.description,A canine vagina. Has enough strength to keep cock inside for 20 minutes.,description,一个犬科动物的阴道。有足够的力量让公鸡在里面停留 20 分钟。
ThingDef/DragonPenis.label,dragon penis,label,龙血
ThingDef/DragonPenis.description,A dragon penis. Thick and HARD.,description,一个龙头。又厚又硬。
ThingDef/DragonVagina.label,dragon vagina,label,龙阴道
ThingDef/DragonVagina.description,"A dragon vagina. It's gaping, probably good for laying eggs.",description,一个龙的阴道。它正在膨胀，可能对产卵有好处。
ThingDef/RaccoonPenis.label,procyonine penis,label,长柄鸡巴
ThingDef/RaccoonPenis.description,"A procyonine penis. Impressive length, but very thin and inflexible.",description,一个长柄鸡巴。令人印象深刻的长度，但非常纤细和不灵活。
ThingDef/HemiPenis.label,hemipenis,label,半肢
ThingDef/HemiPenis.description,A reptilian hemipenis. Two knobbly shafts with flexible barbs.,description,爬行动物的侧肢。两个带有柔性钩刺的多节杆。
ThingDef/CrocodilianPenis.label,crocodilian penis,label,鳄鱼鸡巴
ThingDef/CrocodilianPenis.description,"A crocodilian penis. Very rigid and has a thick bulbous base, but otherwise similar to a humanoid penis.",description,一条鳄鱼的阴茎。非常僵硬，根部厚实，但在其他方面类似于人形阴茎。
ThingDef/NarrowVagina.label,narrow vagina,label,狭窄的阴道
ThingDef/NarrowVagina.description,"A narrow vagina. A deep, but particularly thin vagina.",description,狭窄的阴道。深但特别细的阴道。
ThingDef/NeedlePenis.label,needle-like penis,label,针形阴茎
ThingDef/NeedlePenis.description,"A needle-like penis. A rather long, but exceptionally thin penis.",description,刺针状的阴茎。一个相当长但特别细的阴茎。
ThingDef/RodentVagina.label,rodent vagina,label,啮齿动物的阴道
ThingDef/RodentVagina.description,A rodent vagina. A vagina barely even large enough to fit a human finger.,description,啮齿动物的阴道。勉强能容纳一根手指的阴道。
ThingDef/RodentPenis.label,rodent penis,label,啮齿动物的阴茎
ThingDef/RodentPenis.description,"A rodent penis. A truly tiny penis, built for the bare minimum of function.",description,啮齿动物的阴茎。一个真正的微小的阴茎，以最低限度的功能建造。
ThingDef/CloacalPenis.label,cloacal penis,label,泄殖腔的阴茎
ThingDef/CloacalPenis.description,A cloacal penis. A male sex organ tucked away inside a slit.,description,泄殖腔的阴茎。一个男性性器官藏在狭缝里。
ThingDef/CloacalVagina.label,cloacal vagina,label,泄殖腔阴道
ThingDef/CloacalVagina.description,"A cloacal vagina. A female, egg-laying sex organ.",description,泄殖腔的阴道。一个雌性的产蛋性器官。
ThingDef/UdderBreasts.label,udder,label,乳房
ThingDef/UdderBreasts.description,"A large udder, possibly from a muffalo or similar animal. May be attached to humanoids for a literal cowgirl look.",description,一个大乳房，可能来自雪牛或类似的动物。可能与人形关联，以获得真正的女牛仔。
ThingDef/CloacalAnus.label,cloacal anus,label,泄殖腔肛门
ThingDef/CloacalAnus.description,"A cloacal anus. An anus hidden within a common port for the reproductive organs, known as a cloaca.",description,泄殖腔的肛门。一个隐藏在生殖器官共同开口内的肛门，被称为泄殖腔。
ThingDef/DemonTentaclePenis.label,demon tentacles,label,恶魔触手
ThingDef/DemonTentaclePenis.description,"A demon tentacle. Long and flexible, constantly leaking demonic fluids. Useless for humans.",description,一条恶魔触手。长而柔韧的、不断泄漏的恶魔之液体。对人类毫无用处。
ThingDef/DemonPenis.label,demon penis,label,恶魔鸡巴
ThingDef/DemonPenis.description,"A demon penis. It's average humanlike size, constantly leaking demonic fluids. Useless for humans.",description,一个恶魔的阴茎。它的人类体型一般，不断泄漏恶魔之液体。对人类毫无用处。
ThingDef/DemonVagina.label,demon vagina,label,恶魔阴道
ThingDef/DemonVagina.description,"A demon vagina, full of small tentacles, constantly leaking demonic fluids. Useless for humans.",description,一个充满了小触手的恶魔阴道，不断漏出恶魔之液。对人类毫无用处。
ThingDef/DemonAnus.label,demon anus,label,恶魔肛门
ThingDef/DemonAnus.description,A demon anus... full of tentacles. Useless for humans.,description,一个恶魔的肛门布满了触手。对人类毫无用处。
ThingDef/Penis.label,penis,label,阴阳怪气
ThingDef/Penis.description,A penis.,description,一个阴茎。
ThingDef/Vagina.label,vagina,label,阴道
ThingDef/Vagina.description,A vagina.,description,一个阴道。
ThingDef/Breasts.label,breasts,label,乳房
ThingDef/Breasts.description,A pair of breasts.,description,一对乳房。
ThingDef/Anus.label,anus,label,肛门
ThingDef/Anus.description,An anus.,description,一个肛门。
ThingDef/FeaturelessChest.label,featureless chest,label,无特征胸部
ThingDef/FeaturelessChest.description,"Smooth, featureless chest. Primarily found on non-mammalian creatures.",description,光滑的无特征胸部。主要存在于非哺乳类动物生物身上。
ThingDef/PegDick.label,peg dick,label,木原
ThingDef/PegDick.description,A wooden dildo designed to replace a missing penis. Be careful of splinters.,description,用于替换缺失的阴茎的木制假阳具。小心碎块。
ThingDef/HydraulicPenis.label,hydraulic penis,label,水力阴茎
ThingDef/HydraulicPenis.description,A prosthetic penis. Cold metal phallus. Has built in fluid delivery system.,description,假阴茎。冰冷的金属阴茎。内置了液体输送系统。
ThingDef/HydraulicVagina.label,hydraulic vagina,label,水力阴道
ThingDef/HydraulicVagina.description,A prosthetic vagina. Its cold metal grip is uncomfortable but it has great suction power.,description,一个人工阴道。它冰冷的金属握把不舒服，但吸力很强。
